sale_date,product,category,region,quantity,amount,stock_quantity
2012-03-09,Avery 514,Office Supplies,South,2,4.61,61
2012-03-10,Pizazz Global Quick File,Office Supplies,East,6,89.82,144
2012-03-10,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Central,2,1.11,215
2012-03-12,Convenience Packs of Business Envelopes,Office Supplies,South,3,8.69,2
2012-03-12,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,South,4,30.88,159
2012-03-12,Avery 518,Office Supplies,South,2,5.04,226
2012-03-12,Acrylic Self-Standing Desk Frames,Furniture,South,3,6.41,229
2012-03-13,Dana Halogen Swing-Arm Architect Lamp,Furniture,West,8,327.76,12
2012-03-13,Global Deluxe High-Back Manager's Chair,Furniture,West,4,915.14,119
2012-03-13,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,West,2,141.96,124
2012-03-14,Avery 476,Office Supplies,East,4,16.52,238
2012-03-14,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,East,3,671.94,88
2012-03-14,Xerox 223,Office Supplies,West,3,19.44,72
2012-03-15,"SmartStand Mobile Device Holder, Assorted Colors",Technology,West,3,16.78,67
2012-03-16,Plantronics MX500i Earset,Technology,East,2,85.9,141
2012-03-16,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,South,5,6354.95,100
2012-03-16,KI Adjustable-Height Table,Furniture,West,2,171.96,97
2012-03-16,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,South,1,2.74,10
2012-03-16,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,East,3,17.52,104
2012-03-16,Colored Envelopes,Office Supplies,South,2,7.38,183
2012-03-16,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,South,5,491.55,66
2012-03-16,Newell 344,Office Supplies,South,3,8.34,122
2012-03-16,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,South,3,46.74,219
2012-03-16,Howard Miller 11-1/2' Diameter Brentwood Wall Clock,Furniture,West,1,43.13,28
2012-03-17,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,East,2,33.82,136
2012-03-17,KeyTronic KT800P2 - Keyboard - Black,Technology,East,1,15.02,194
2012-03-19,Stockwell Push Pins,Office Supplies,West,5,10.9,152
2012-03-19,Canon PC940 Copier,Technology,West,7,3149.93,225
2012-03-19,Xerox 1974,Office Supplies,West,2,11.96,75
2012-03-19,Deluxe Rollaway Locking File with Drawer,Office Supplies,West,3,1247.64,169
2012-03-19,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,West,6,40.14,8
2012-03-19,Acme Elite Stainless Steel Scissors,Office Supplies,West,4,33.36,206
2012-03-19,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,West,2,14.62,39
2012-03-19,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,South,3,14.5,24
2012-03-19,GBC Imprintable Covers,Office Supplies,West,2,17.57,4
2012-03-19,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,West,3,453.58,138
2012-03-19,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Central,4,383.47,186
2012-03-19,Multicolor Computer Printout Paper,Office Supplies,West,2,209.7,225
2012-03-19,Xerox 1919,Office Supplies,Central,2,65.58,215
2012-03-20,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,East,1,23.99,123
2012-03-20,Portable Personal File Box,Office Supplies,West,3,29.3,206
2012-03-20,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,East,8,1087.94,37
2012-03-20,Panasonic KX T7731-B Digital phone,Technology,East,2,199.98,71
2012-03-20,"Tennsco Lockers, Sand",Office Supplies,East,4,83.92,132
2012-03-20,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,East,3,49.85,175
2012-03-20,Staples,Office Supplies,Central,9,18.86,89
2012-03-20,Xerox 205,Office Supplies,Central,8,51.84,145
2012-03-20,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Central,2,2.51,197
2012-03-21,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,South,3,12.84,36
2012-03-21,Xerox 1883,Office Supplies,South,14,295.46,59
2012-03-21,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,South,4,962.08,175
2012-03-22,"Iris 3-Drawer Stacking Bin, Black",Office Supplies,South,9,150.41,204
2012-03-22,Logitech G602 Wireless Gaming Mouse,Technology,South,7,447.94,27
2012-03-22,Staples,Office Supplies,West,4,105.52,196
2012-03-22,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Central,9,14.11,204
2012-03-22,Newell 316,Office Supplies,South,4,19.56,80
2012-03-22,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Central,1,18.39,113
2012-03-22,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Central,2,129.57,39
2012-03-22,Square Credit Card Reader,Technology,West,2,15.98,44
2012-03-22,ClearOne CHATAttach 160 - speaker phone,Technology,West,3,1487.98,223
2012-03-22,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,West,2,91.96,61
2012-03-23,Eldon Shelf Savers Cubes and Bins,Office Supplies,South,4,27.92,92
2012-03-23,Global Deluxe Steno Chair,Furniture,Central,2,107.77,114
2012-03-23,Staples,Office Supplies,South,4,31.56,185
2012-03-23,"REDIFORM Incoming/Outgoing Call Register, 11' X 8 1/2', 100 Messages",Office Supplies,West,4,33.36,66
2012-03-23,Logitech G600 MMO Gaming Mouse,Technology,West,3,239.97,55
2012-03-23,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,West,11,192.72,39
2012-03-24,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,South,2,6.99,97
2012-03-24,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,West,5,46.9,39
2012-03-24,Sauder Inglewood Library Bookcases,Furniture,Central,3,359.06,90
2012-03-26,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,East,3,16.78,204
2012-03-26,Bush Advantage Collection Racetrack Conference Table,Furniture,West,8,3393.68,236
2012-03-26,"Dual Level, Single-Width Filing Carts",Office Supplies,East,7,1085.42,32
2012-03-26,Disposable Triple-Filter Dust Bags,Office Supplies,East,3,13.11,5
2012-03-26,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,East,6,40.03,215
2012-03-26,Xerox 1988,Office Supplies,South,3,74.35,146
2012-03-27,Rogers Profile Extra Capacity Storage Tub,Office Supplies,West,5,83.7,79
2012-03-28,Security-Tint Envelopes,Office Supplies,East,3,22.92,167
2012-03-28,Xerox 1999,Office Supplies,East,3,15.55,91
2012-03-28,Southworth Parchment Paper & Envelopes,Office Supplies,East,1,5.23,96
2012-03-28,Xerox 1977,Office Supplies,West,5,33.4,58
2012-03-28,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,West,1,166.24,58
2012-03-29,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,West,4,73.28,47
2012-03-29,Newell 333,Office Supplies,South,2,5.56,168
2012-03-29,Tops Wirebound Message Log Books,Office Supplies,West,3,9.87,12
2012-03-29,"Ampad Gold Fibre Wirebound Steno Books, 6' x 9', Gregg Ruled",Office Supplies,East,4,17.64,106
2012-03-29,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,West,3,19.92,44
2012-03-29,Memorex Froggy Flash Drive 8 GB,Technology,West,3,53.25,88
2012-03-29,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,South,5,1166.92,180
2012-03-29,Xerox 1880,Office Supplies,West,6,212.64,169
2012-03-30,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4'X8 1/2', 300/Messages",Office Supplies,Central,5,23.52,99
2012-03-30,AT&T 17929 Lendline Telephone,Technology,Central,5,180.96,190
2012-03-30,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Central,4,366.74,154
2012-03-31,3M Polarizing Light Filter Sleeves,Furniture,Central,3,22.38,165
2012-03-31,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Central,3,98.38,187
2012-03-31,PureGear Roll-On Screen Protector,Technology,South,5,79.96,6
2012-04-02,"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,West,3,71.98,132
2012-04-02,Aluminum Screw Posts,Office Supplies,Central,3,9.16,234
2012-04-02,Samsung HM1900 Bluetooth Headset,Technology,West,5,87.8,44
2012-04-02,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Central,2,32.19,57
2012-04-02,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Central,7,50.12,248
2012-04-02,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Central,3,47.98,242
2012-04-04,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,East,2,108.4,30
2012-04-04,Acco Expandable Hanging Binders,Office Supplies,Central,2,12.76,22
2012-04-04,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,East,2,11.16,169
2012-04-04,Staples,Office Supplies,Central,2,5.84,137
2012-04-04,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Central,2,644.08,159
2012-04-04,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Central,2,599.98,106
2012-04-04,Shocksock Galaxy S4 Armband,Technology,Central,1,10.95,180
2012-04-04,GBC Prestige Therm-A-Bind Covers,Office Supplies,East,3,82.34,157
2012-04-04,Avery Round Ring Poly Binders,Office Supplies,East,4,9.09,38
2012-04-05,GBC DocuBind 300 Electric Binding Machine,Office Supplies,South,1,157.79,158
2012-04-05,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,West,6,239.94,81
2012-04-05,GuestStacker Chair with Chrome Finish Legs,Furniture,West,3,892.22,99
2012-04-05,Speck Products Candyshell Flip Case,Technology,East,2,41.99,1
2012-04-05,Cardinal Slant-D Ring Binders,Office Supplies,East,4,10.43,205
2012-04-05,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,East,5,352.45,76
2012-04-05,Dixon Ticonderoga Pencils,Office Supplies,West,8,23.84,220
2012-04-05,Fellowes High-Stak Drawer Files,Office Supplies,East,4,563.81,11
2012-04-05,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,East,7,98.11,38
2012-04-05,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,East,1,7.58,193
2012-04-05,Avery 499,Office Supplies,East,6,23.9,223
2012-04-05,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,East,5,14.85,12
2012-04-05,Tenex Antistatic Computer Chair Mats,Furniture,East,4,547.14,45
2012-04-06,Xerox 1949,Office Supplies,Central,2,7.97,154
2012-04-06,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Central,3,6.9,112
2012-04-06,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Central,6,9.65,232
2012-04-06,Maxell 4.7GB DVD-RW 3/Pack,Technology,Central,2,25.49,16
2012-04-06,Newell 312,Office Supplies,Central,9,42.05,103
2012-04-06,Xerox 1884,Office Supplies,South,3,47.95,222
2012-04-07,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Central,6,383.95,97
2012-04-07,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Central,8,463.25,187
2012-04-07,Newell 331,Office Supplies,East,3,11.74,191
2012-04-07,Xerox 192,Office Supplies,East,4,25.92,87
2012-04-07,X-Rack File for Hanging Folders,Office Supplies,East,2,22.58,108
2012-04-09,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,East,3,370.14,162
2012-04-09,"Perma STOR-ALL Hanging File Box, 13 1/8'W x 12 1/4'D x 10 1/2'H",Office Supplies,East,3,17.94,239
2012-04-09,Laminate Occasional Tables,Furniture,West,3,369.91,69
2012-04-10,Steel Personal Filing/Posting Tote,Office Supplies,East,4,142.04,210
2012-04-10,Insertable Tab Post Binder Dividers,Office Supplies,West,2,12.83,157
2012-04-10,Faber Castell Col-Erase Pencils,Office Supplies,East,3,14.67,198
2012-04-11,Executive Impressions 14' Two-Color Numerals Wall Clock,Furniture,South,3,54.53,73
2012-04-11,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,East,1,21.99,232
2012-04-11,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,East,5,406.6,223
2012-04-11,Executive Impressions Supervisor Wall Clock,Furniture,South,2,67.36,225
2012-04-11,Canon PC-428 Personal Copier,Technology,West,4,639.97,62
2012-04-11,Staples,Office Supplies,West,2,52.76,155
2012-04-11,Maxell 4.7GB DVD-R,Technology,East,3,85.14,59
2012-04-12,"Rogers Jumbo File, Granite",Office Supplies,West,3,40.74,78
2012-04-13,Apple iPhone 5C,Technology,Central,3,239.98,221
2012-04-13,Iceberg OfficeWorks 42' Round Tables,Furniture,Central,2,211.37,36
2012-04-13,Polycom CX600 IP Phone VoIP phone,Technology,West,2,479.92,220
2012-04-13,Iceberg OfficeWorks 42' Round Tables,Furniture,West,2,241.57,21
2012-04-13,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Central,4,609.98,195
2012-04-13,Plantronics Audio 478 Stereo USB Headset,Technology,West,4,199.96,147
2012-04-13,Hon 94000 Series Round Tables,Furniture,West,3,710.83,95
2012-04-13,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,West,1,10.74,227
2012-04-13,Xerox 1973,Office Supplies,West,3,54.82,241
2012-04-13,Flat Face Poster Frame,Furniture,West,2,37.68,67
2012-04-13,Fellowes Black Plastic Comb Bindings,Office Supplies,Central,3,17.43,218
2012-04-13,Xerox 210,Office Supplies,West,6,31.1,191
2012-04-13,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,West,2,75.84,16
2012-04-13,Aastra 57i VoIP phone,Technology,West,2,258.58,11
2012-04-13,Martin-Yale Premier Letter Opener,Office Supplies,West,1,12.88,149
2012-04-14,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,West,1,35.21,144
2012-04-16,Konftel 250 Conference phone - Charcoal black,Technology,South,2,569.64,137
2012-04-16,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,East,3,45.22,117
2012-04-16,Crayola Colored Pencils,Office Supplies,East,3,7.87,192
2012-04-16,Cardinal EasyOpen D-Ring Binders,Office Supplies,South,1,9.14,21
2012-04-16,Tenex Antistatic Computer Chair Mats,Furniture,South,7,1196.86,217
2012-04-16,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,South,9,523.26,119
2012-04-16,Canon PC940 Copier,Technology,Central,4,1439.97,209
2012-04-16,Logitech Keyboard K120,Technology,Central,3,43.56,49
2012-04-16,"Super Bands, 12/Pack",Office Supplies,East,7,10.42,13
2012-04-16,Staples,Office Supplies,East,4,12.58,191
2012-04-16,Plantronics 81402,Technology,East,3,118.78,174
2012-04-16,Novimex Turbo Task Chair,Furniture,East,2,127.76,28
2012-04-16,Assorted Color Push Pins,Office Supplies,East,1,1.45,203
2012-04-16,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,East,5,55.47,163
2012-04-17,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,West,5,783.96,226
2012-04-17,Xerox 1903,Office Supplies,West,2,11.96,179
2012-04-17,Plantronics S12 Corded Telephone Headset System,Technology,West,3,323.37,124
2012-04-17,Prang Drawing Pencil Set,Office Supplies,West,2,5.56,203
2012-04-17,Hoover Upright Vacuum With Dirt Cup,Office Supplies,West,5,1447.65,6
2012-04-17,Enermax Acrylux Wireless Keyboard,Technology,East,1,99.6,28
2012-04-17,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,East,13,62.3,138
2012-04-17,Barrel Sharpener,Office Supplies,East,3,10.71,32
2012-04-18,Memorex Froggy Flash Drive 8 GB,Technology,South,6,106.5,133
2012-04-18,Xerox 1994,Office Supplies,Central,3,15.55,110
2012-04-18,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24' Deep, Sand",Office Supplies,West,7,947.17,78
2012-04-18,GBC Plastic Binding Combs,Office Supplies,Central,1,1.48,159
2012-04-18,Grandstream GXP2100 Mainstream Business Phone,Technology,Central,4,244.77,178
2012-04-18,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,Central,2,97.97,202
2012-04-18,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Technology,Central,2,41.42,57
2012-04-18,Advantus Rolling Drawer Organizers,Office Supplies,West,3,115.44,214
2012-04-18,Xerox 19,Office Supplies,West,2,61.96,25
2012-04-18,Newell 348,Office Supplies,Central,3,7.87,225
2012-04-18,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Central,3,74.35,173
2012-04-18,Avery 486,Office Supplies,East,3,21.93,225
2012-04-18,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Central,2,4.31,28
2012-04-18,"Global Leather Task Chair, Black",Furniture,Central,1,89.99,3
2012-04-18,Longer-Life Soft White Bulbs,Furniture,Central,2,6.16,208
2012-04-18,"Global Geo Office Task Chair, Gray",Furniture,Central,1,56.69,98
2012-04-18,Avery 485,Office Supplies,Central,6,75.18,140
2012-04-18,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Central,6,38.22,232
2012-04-19,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Central,4,310.39,38
2012-04-19,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Central,2,19.57,14
2012-04-20,Xerox 2,Office Supplies,South,2,12.96,118
2012-04-20,"GE 48' Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,South,6,595.38,28
2012-04-20,Xerox 1916,Office Supplies,Central,3,117.46,156
2012-04-20,Pyle PMP37LED,Technology,South,3,287.97,74
2012-04-20,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Central,2,180.96,115
2012-04-21,Tenex 'The Solids' Textured Chair Mats,Furniture,South,3,209.88,31
2012-04-21,"Wilson Jones Hanging View Binder, White, 1'",Office Supplies,South,3,21.3,129
2012-04-21,Global Deluxe Office Fabric Chairs,Furniture,South,2,191.96,174
2012-04-21,Jabra SPEAK 410,Technology,South,5,469.95,205
2012-04-22,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,West,3,88.78,83
2012-04-22,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,West,3,64.14,21
2012-04-24,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,East,1,25.99,202
2012-04-25,Laser & Ink Jet Business Envelopes,Office Supplies,West,2,21.34,26
2012-04-25,Fellowes Black Plastic Comb Bindings,Office Supplies,West,3,13.94,194
2012-04-25,Newell 324,Office Supplies,Central,5,57.75,80
2012-04-25,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Central,5,272.4,125
2012-04-25,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Central,2,221.02,235
2012-04-25,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,East,3,206.43,183
2012-04-25,"Global Armless Task Chair, Royal Blue",Furniture,Central,3,128.06,91
2012-04-26,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,West,3,50.35,220
2012-04-26,RCA ViSYS 25825 Wireless digital phone,Technology,West,3,311.98,20
2012-04-26,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Central,2,408.42,46
2012-04-26,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,West,3,63.94,207
2012-04-26,Safco Industrial Wire Shelving System,Office Supplies,South,1,72.78,100
2012-04-26,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36' x 48'",Furniture,South,2,97.04,186
2012-04-26,High-Back Leather Manager's Chair,Furniture,South,8,831.94,83
2012-04-26,Newell 345,Office Supplies,West,3,59.52,5
2012-04-26,Bretford CR4500 Series Slim Rectangular Table,Furniture,South,1,191.52,146
2012-04-26,Crayola Colored Pencils,Office Supplies,South,1,2.62,184
2012-04-27,Staples,Office Supplies,East,3,22.74,196
